Category	Term	Function	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0032053	ciliary basal body organization	4	0.397614314	9.46E-04	"O43303, Q8CJ40, B1WAP7, Q5TZA2"	896	4	14229	15.88058036	0.947105841	0.234498306	1.695683442
GOTERM_BP_DIRECT	GO:0048041	focal adhesion assembly	7	0.69582505	0.001099671	"D3ZSI8, P12814, O55043, Q9BX66, Q9ES28, Q3B7N2, Q14155"	896	20	14229	5.558203125	0.967240332	0.24789532	1.969320037
GOTERM_BP_DIRECT	GO:0006397	mRNA processing	28	2.783300199	0.001668015	"Q8VE80, O15234, Q5CZI8, Q5E9Z8, Q90WU3, Q5R5X0, Q6Q2B2, Q7SXM7, Q7T3C6, Q6P2Q9, Q8BGF7, O35286, Q6P4T2, Q91ZS8, Q4WT34, P79943, Q29RZ2, Q8R003, O57683, Q91VN6, F2Z3T4, Q7ZWU9, Q7KZ85, Q5RKH1, Q15459, Q4FZQ6, Q5VWX1, Q6L8Q7"	896	234	14229	1.900240385	0.99441041	0.329001525	2.972708739
GOTERM_BP_DIRECT	GO:0030030	cell projection organization	13	1.292246521	0.002105162	"Q6NXT6, Q9Z136, U3JAG9, B9EJR8, Q9JLI7, Q8C761, Q9R0L6, Q8VD72, Q8CJ40, Q66KE9, A2A870, P42346, A2AUM9"	896	74	14229	2.789831684	0.998566494	0.373551063	3.737864639
GOTERM_BP_DIRECT	GO:0006351	"transcription, DNA-templated"	119	11.82902584	0.002795851	"P25977, Q9VGZ5, P54254, Q9Y6Q3, E2R9X2, Q99814, O54963, Q9R172, Q3T8J9, Q90WU3, Q5R5X0, Q8C8N2, Q69ZR9, B1H349, Q0VAW7, Q06455, P27641, Q9UJU3, Q6PD62, Q8CJF7, Q8IYB9, Q9H9Y6, Q6PGU2, Q864U1, E1C2V1, Q7ZUF2, Q9NRL2, Q3UR85, Q8TD17, Q5MCW4, Q20296, B4NKI9, P49701, P15066, Q8IRG6, Q9Y4B6, O00411, Q5THR3, Q32PX7, Q8C854, Q96MU6, Q6XP49, Q05935, Q9UKV8, Q9GPH3, Q3SZZ2, F1NTD6, Q1HE26, Q49AA0, Q8CHB8, O42101, A2AWL7, Q86WZ6, Q969X6, Q8TAQ2, Q3U1J1, P42669, Q9UNS1, Q5REI6, Q9BQ70, P05709, P13055, Q7KZ85, Q99MD8, Q8BM75, Q86XU0, Q6ZPY7, Q9CWL2, A5D9C6, A2VDZ3, Q6GQJ2, Q9UK13, O43345, P42229, Q04724, Q6DC04, Q05AM5, Q08AY6, Q8SX83, P21783, Q8IYU2, Q5ZL67, E9Q286, Q9BXJ9, A4UTP7, Q8C092, Q8BQM9, Q9D902, Q3U1V8, Q98SW2, Q9VI93, Q8N5U6, Q14590, O08550, Q9UL36, Q6DJT9, Q8BKF1, Q8NB78, Q61909, D2I1E3, Q8WYB5, A6QNT4, Q5RFA0, A5WUL3, Q05481, Q1W1Y5, Q80YV3, Q96EB6, O35261, Q96I24, P25490, Q3TKT4, Q9N003, P37198, Q9NRZ9, Q13485, B4M5X4, Q59E55, Q5VWX1"	896	1468	14229	1.28732225	0.999833227	0.440059647	4.935198363
GOTERM_BP_DIRECT	GO:0048854	brain morphogenesis	7	0.69582505	0.003076846	"P55196, Q2IA00, Q9R095, Q3V3N7, P29503, Q6U841, Q00174"	896	24	14229	4.631835938	0.999930522	0.45031287	5.418274363
GOTERM_BP_DIRECT	GO:0008333	endosome to lysosome transport	8	0.795228628	0.00319942	"A2RUS2, Q6GQ73, Q6ZNE5, Q5KU39, Q9EQW7, P49754, Q8CGS4, A2RT67"	896	32	14229	3.970145089	0.999952583	0.443272006	5.628273126
GOTERM_BP_DIRECT	GO:1901215	negative regulation of neuron death	7	0.69582505	0.00383639	"Q96EB6, P17439, P11881, Q8CG09, Q5S007, Q9W596, Q9TZM3"	896	25	14229	4.4465625	0.999993493	0.484942644	6.71247711
GOTERM_BP_DIRECT	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	53	5.268389662	0.003874089	"Q86DA5, Q8BPQ7, P54254, Q99814, Q63406, A2VDZ3, O54963, Q9R172, O54826, P09324, Q86WV6, Q6PD62, Q61483, Q864U1, Q91VN6, P31696, Q5ZL67, A2AKX3, Q60544, Q15025, O60216, Q9WUN2, Q8WVM7, Q6N021, P62510, A4UTP7, P15066, Q02395, O70589, Q8N5U6, Q6DJT9, Q6XP49, Q9UKV8, O14867, Q3SZZ2, P51610, P15330, Q8WYB5, Q3UHC7, O42101, Q1W1Y5, Q96EB6, Q9I8D1, O14936, Q96I24, P25490, Q01664, O14974, Q3TKT4, P05709, Q13485, O75581, Q9DBR7"	896	567	14229	1.484428146	0.999994215	0.469929823	6.776276048
GOTERM_BP_DIRECT	GO:0090140	regulation of mitochondrial fission	4	0.397614314	0.004295973	"O35435, Q9NX47, Q27J81, Q5S007"	896	6	14229	10.58705357	0.999998449	0.487685715	7.487426446
GOTERM_BP_DIRECT	GO:0006936	muscle contraction	7	0.69582505	0.006947688	"Q99323, A2ASS6, Q9Y490, P07293, Q8WZ42, Q9BX66, Q24498"	896	28	14229	3.970145089	1	0.643533306	11.84131288
GOTERM_BP_DIRECT	GO:0010457	centriole-centriole cohesion	4	0.397614314	0.007167878	"Q14203, Q8CJ40, Q9NXG0, Q5TZA2"	896	7	14229	9.074617347	1	0.637939966	12.19400365
GOTERM_BP_DIRECT	GO:0051056	regulation of small GTPase mediated signal transduction	9	0.894632207	0.007333414	"Q8IWW6, Q9P2F6, Q9C0H5, Q8N264, Q86X10, Q15811, P52735, Q8N392, Q14155"	896	46	14229	3.10707007	1	0.63001722	12.45827479
GOTERM_BP_DIRECT	GO:0060021	palate development	9	0.894632207	0.008362963	"Q1HE26, Q8CE72, Q9Y5U4, Q8BM75, Q13485, E2R9X2, Q7Z3E1, O75581, A4UTP7"	896	47	14229	3.040962196	1	0.662843403	14.08511089
GOTERM_BP_DIRECT	GO:0003279	cardiac septum development	5	0.497017893	0.009360727	"Q1HE26, Q8CE72, Q9UKP5, Q13485, Q15750"	896	14	14229	5.671635842	1	0.6892698	15.6344373
GOTERM_BP_DIRECT	GO:0030032	lamellipodium assembly	6	0.596421471	0.01044829	"Q9UPY6, O55043, Q5VZK9, Q9ES28, P52735, Q14155"	896	22	14229	4.33106737	1	0.714963809	17.29312401
GOTERM_BP_DIRECT	GO:0006355	"regulation of transcription, DNA-templated"	93	9.244532803	0.010751592	"Q9VGZ5, P54254, Q9Y6Q3, Q6GQJ2, E2R9X2, Q9R172, Q9UK13, O43345, Q90WU3, Q5R5X0, Q8C8N2, Q69ZR9, B1H349, Q0VAW7, P27641, Q04724, P10076, Q9UJU3, Q6PD62, Q6DC04, Q05AM5, Q8CJF7, Q08AY6, Q8IYB9, Q8SX83, Q6PGU2, P78424, Q5VUG0, E1C2V1, Q8IYU2, Q7ZUF2, Q9NRL2, E9Q286, Q3UR85, Q15911, A3KN83, Q8TD17, Q5MCW4, Q20296, B4NKI9, P62510, Q8C092, P15066, Q8BQM9, Q9D902, P45844, Q5THR3, Q3U1V8, Q98SW2, Q32PX7, Q14590, O08550, Q9UL36, Q96MU6, Q6XP49, Q05935, O14867, Q8NB78, Q61909, P51610, F1NTD6, Q1HE26, Q49AA0, D2I1E3, P15330, Q8WYB5, A2AWL7, A6QNT4, A5WUL3, Q05481, Q80YV3, Q969X6, Q86WZ6, Q8N653, O35261, P42669, Q3U1J1, Q5REI6, Q3TKT4, P05709, Q7KZ85, Q99MD8, Q8BM75, Q86XU0, Q13485, B4M5X4, Q6ZPY7, Q59E55, P11532, P08045, Q9CWL2, Q5VWX1, P52655"	896	1158	14229	1.275383397	1	0.711750437	17.75017963
GOTERM_BP_DIRECT	GO:0090162	establishment of epithelial cell polarity	4	0.397614314	0.010936369	"Q8BIE6, Q9P2Q2, A2A870, Q8TEW0"	896	8	14229	7.940290179	1	0.70483804	18.02745542
GOTERM_BP_DIRECT	GO:0048739	cardiac muscle fiber development	4	0.397614314	0.010936369	"P10587, A2ASS6, Q8WZ42, O18023"	896	8	14229	7.940290179	1	0.70483804	18.02745542
GOTERM_BP_DIRECT	GO:0045717	negative regulation of fatty acid biosynthetic process	4	0.397614314	0.010936369	"P51174, Q9Y5U4, Q864U1, Q8N5D0"	896	8	14229	7.940290179	1	0.70483804	18.02745542
GOTERM_BP_DIRECT	GO:0030240	skeletal muscle thin filament assembly	3	0.298210736	0.011360546	"A2ASS6, P19351, Q8WZ42"	896	3	14229	15.88058036	1	0.7059813	18.66063668
GOTERM_BP_DIRECT	GO:0007093	mitotic cell cycle checkpoint	6	0.596421471	0.012674094	"Q80YV3, Q8AYG3, Q810L3, P42669, Q9CU62, P50748"	896	23	14229	4.142760093	1	0.733132416	20.59222908
GOTERM_BP_DIRECT	GO:0035264	multicellular organism growth	10	0.994035785	0.013461912	"E9Q7X6, Q8BM75, Q6DJT9, E2R9X2, Q90687, P43006, Q8N5D0, P42346, Q6U841, Q8VD72"	896	61	14229	2.603373829	1	0.742926934	21.72985307
GOTERM_BP_DIRECT	GO:0051592	response to calcium ion	7	0.69582505	0.013498875	"Q9H1D0, A2ASS6, P10688, Q8WZ42, P70227, Q5F3X8, Q63421"	896	32	14229	3.473876953	1	0.73275327	21.78284778
GOTERM_BP_DIRECT	GO:0006974	cellular response to DNA damage stimulus	27	2.68389662	0.013569813	"Q503Q1, Q9BQI6, Q6ZWJ1, Q80TP3, F1R2X6, Q4QY64, Q9CR14, P27641, Q8K4Q6, G5E870, Q9CU62, O95714, Q96EB6, Q3U1J1, Q9UNS1, Q5FWF4, P25490, Q96SB8, Q9QXE2, A2AKX3, Q13535, Q800K6, Q8BYC6, P97679, Q6P9P0, Q6TGS6, D3Z902"	896	261	14229	1.642818658	1	0.723727113	21.88445967
GOTERM_BP_DIRECT	GO:0007498	mesoderm development	6	0.596421471	0.015199685	"Q1HE26, P19351, P15330, Q13485, P29503, Q00174"	896	24	14229	3.970145089	1	0.753316035	24.18502853
GOTERM_BP_DIRECT	GO:0060325	face morphogenesis	5	0.497017893	0.015395073	"Q8BM75, E2R9X2, Q90687, Q7Z3E1, O75581"	896	16	14229	4.962681362	1	0.747734112	24.45648182
GOTERM_BP_DIRECT	GO:0006366	transcription from RNA polymerase II promoter	21	2.087475149	0.015581128	"Q6DJT9, A2VDZ3, Q99814, Q6XP49, O54963, P78424, Q96I24, O14867, Q3SZZ2, Q01664, P51610, P05709, Q15911, O60216, Q13485, Q8WVM7, P62510, A4UTP7, Q15643, P15066, P52655"	896	189	14229	1.764508929	1	0.742136337	24.71411525
GOTERM_BP_DIRECT	GO:0001932	regulation of protein phosphorylation	7	0.69582505	0.015644322	"Q6ZNE5, P16591, Q8VI56, P42346, O15031, Q8K4Q0, P04937"	896	33	14229	3.368607955	1	0.73395363	24.80143247
GOTERM_BP_DIRECT	GO:0014033	neural crest cell differentiation	4	0.397614314	0.015645857	"Q1HE26, Q13485, O75581, A4UTP7"	896	9	14229	7.058035714	1	0.724555147	24.80355238
GOTERM_BP_DIRECT	GO:0070102	interleukin-6-mediated signaling pathway	4	0.397614314	0.015645857	"Q1HE26, Q13485, P16591, Q6PD62"	896	9	14229	7.058035714	1	0.724555147	24.80355238
GOTERM_BP_DIRECT	GO:0031643	positive regulation of myelination	4	0.397614314	0.015645857	"Q9UPY6, Q3UR85, Q8N5U6, Q8TEW0"	896	9	14229	7.058035714	1	0.724555147	24.80355238
GOTERM_BP_DIRECT	GO:0006084	acetyl-CoA metabolic process	4	0.397614314	0.015645857	"Q28559, P12785, P11029, Q91V92"	896	9	14229	7.058035714	1	0.724555147	24.80355238
GOTERM_BP_DIRECT	GO:0000086	G2/M transition of mitotic cell cycle	10	0.994035785	0.016441754	"Q5JTW2, O43303, Q14204, Q14203, P08183, Q9UPV0, P24941, O95613, O14974, Q8NHQ1"	896	63	14229	2.520727041	1	0.733064295	25.89507738
GOTERM_BP_DIRECT	GO:0008283	cell proliferation	20	1.988071571	0.016641364	"Q7KRY7, E9PVX6, Q28193, Q8NEU8, P42669, P16591, Q91VN6, Q9UKG1, F1NTD6, Q1HE26, P40818, Q9JIA7, Q13485, P27641, P46013, P08941, Q59E55, Q8K3H0, O75410, P42566"	896	178	14229	1.784334872	1	0.728418845	26.16647358
GOTERM_BP_DIRECT	GO:0007528	neuromuscular junction development	9	0.894632207	0.016945531	"Q69ZS0, Q5S007, Q9W596, Q8CFG6, Q9NY47, P31696, Q9Z1N9, Q9W4E2, Q6PHS9"	896	53	14229	2.696702325	1	0.72614193	26.57822271
GOTERM_BP_DIRECT	GO:0007399	nervous system development	24	2.385685885	0.017814112	"O75382, Q5H8C4, Q8IVL1, Q86DA5, Q9Z136, Q61483, P24392, P42669, Q2PC93, P43006, P31696, Q3TKT4, Q14155, Q7T163, Q5PYH5, Q08174, G3V9H8, A2AKX3, Q14203, Q9ES28, Q9W596, P29503, Q6U841, Q28C55"	896	229	14229	1.664340299	1	0.73544321	27.74211069
GOTERM_BP_DIRECT	GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	6	0.596421471	0.018040509	"O55043, Q5VZK9, Q9ES28, P21333, Q70J99, Q14155"	896	25	14229	3.811339286	1	0.731641958	28.0426035
GOTERM_BP_DIRECT	GO:0060612	adipose tissue development	5	0.497017893	0.019150831	"A2AAY5, Q8BM75, E2R9X2, Q3SZZ2, A2AAE1"	896	17	14229	4.670758929	1	0.744728212	29.49930133
GOTERM_BP_DIRECT	GO:0071277	cellular response to calcium ion	7	0.69582505	0.020619378	"O94759, O97758, A2VDZ3, Q91YD4, P70531, A4UTP7, P15066"	896	35	14229	3.176116071	1	0.762725097	31.38322275
GOTERM_BP_DIRECT	GO:0042733	embryonic digit morphogenesis	7	0.69582505	0.020619378	"Q1HE26, Q8CE72, O75096, Q9NPF2, Q13485, Q8VI56, Q4PZA2"	896	35	14229	3.176116071	1	0.762725097	31.38322275
GOTERM_BP_DIRECT	GO:0043113	receptor clustering	6	0.596421471	0.021210536	"Q5PYH5, P21333, Q8VI56, P31696, O88382, Q28C55"	896	26	14229	3.664749313	1	0.76497071	32.1280775
GOTERM_BP_DIRECT	GO:0007527	adult somatic muscle development	3	0.298210736	0.021775462	"Q02645, A8DYP0, Q24020"	896	4	14229	11.91043527	1	0.766693252	32.83273827
GOTERM_BP_DIRECT	GO:0046822	regulation of nucleocytoplasmic transport	3	0.298210736	0.021775462	"Q9NRG9, O14974, Q9DBR7"	896	4	14229	11.91043527	1	0.766693252	32.83273827
GOTERM_BP_DIRECT	GO:0072156	distal tubule morphogenesis	3	0.298210736	0.021775462	"E7F6F9, E0CZ16, F1LZ52"	896	4	14229	11.91043527	1	0.766693252	32.83273827
GOTERM_BP_DIRECT	GO:1904424	regulation of GTP binding	3	0.298210736	0.021775462	"O55043, Q9ES28, Q14155"	896	4	14229	11.91043527	1	0.766693252	32.83273827
GOTERM_BP_DIRECT	GO:0051797	regulation of hair follicle development	3	0.298210736	0.021775462	"Q1HE26, Q13485, Q9Y251"	896	4	14229	11.91043527	1	0.766693252	32.83273827
GOTERM_BP_DIRECT	GO:0060024	rhythmic synaptic transmission	3	0.298210736	0.021775462	"Q8CFG6, Q9NY47, Q6PHS9"	896	4	14229	11.91043527	1	0.766693252	32.83273827
GOTERM_BP_DIRECT	GO:0035609	C-terminal protein deglutamylation	3	0.298210736	0.021775462	"O77564, Q5VU57, A9JRL3"	896	4	14229	11.91043527	1	0.766693252	32.83273827
GOTERM_BP_DIRECT	GO:0045892	"negative regulation of transcription, DNA-templated"	28	2.783300199	0.022754848	"Q9VI93, P54254, O54963, Q3T8J9, Q61909, P15330, Q8WYB5, Q04724, Q06455, P27641, Q3UHC7, Q5RFA0, Q05481, Q96EB6, Q86WZ6, Q01105, Q864U1, Q8TAQ2, P42669, Q9UNS1, E1C2V1, Q01664, Q3TKT4, Q9N003, Q15911, Q13485, Q59E55, O22703"	896	286	14229	1.554742133	1	0.774609044	34.03802661
GOTERM_BP_DIRECT	GO:0035023	regulation of Rho protein signal transduction	9	0.894632207	0.023045951	"O55043, Q63406, Q15811, Q9ES28, A8DYP0, P52735, A7E300, Q14155, Q96DR7"	896	56	14229	2.552236129	1	0.771998541	34.39231751
GOTERM_BP_DIRECT	GO:0048747	muscle fiber development	5	0.497017893	0.023425476	"Q14315, Q8CFG6, Q9NY47, P11532, Q6PHS9"	896	18	14229	4.411272321	1	0.770758646	34.85152341
GOTERM_BP_DIRECT	GO:0007173	epidermal growth factor receptor signaling pathway	7	0.69582505	0.023468021	"Q61824, Q8SX83, Q96L93, P20241, O35598, Q90687, P42566"	896	36	14229	3.087890625	1	0.764666593	34.9028101
GOTERM_BP_DIRECT	GO:0007062	sister chromatid cohesion	7	0.69582505	0.023468021	"P30622, O60216, Q8WVM7, Q9CU62, P50748, Q7ZYP6, D3Z902"	896	36	14229	3.087890625	1	0.764666593	34.9028101
GOTERM_BP_DIRECT	GO:0019827	stem cell population maintenance	7	0.69582505	0.023468021	"E1C2U2, Q9EST3, Q5E9Z8, Q6PD62, Q9CU62, Q02395, Q3TKT4"	896	36	14229	3.087890625	1	0.764666593	34.9028101
GOTERM_BP_DIRECT	GO:0006897	endocytosis	18	1.789264414	0.024882825	"Q8BL66, F1MH24, Q0VCK5, Q9I8D1, O75096, Q9WVE8, Q9DDA9, Q9UMZ2, Q9H1K0, Q8MQW8, Q10172, Q3TZZ7, Q12965, F1Q4S1, Q5RAY1, Q5S007, Q15075, Q8VI56"	896	161	14229	1.775468611	1	0.778106725	36.586782
GOTERM_BP_DIRECT	GO:0090090	negative regulation of canonical Wnt signaling pathway	9	0.894632207	0.025383944	"Q13905, Q69ZU8, Q66H62, O75096, P23508, Q9Y2G4, Q3UHC7, O75581, Q8VI56"	896	57	14229	2.507460056	1	0.778489713	37.1733053
GOTERM_BP_DIRECT	GO:0060048	cardiac muscle contraction	4	0.397614314	0.027970098	"A2ASS6, Q8WZ42, P42346, P11532"	896	11	14229	5.774756494	1	0.804511084	40.11962789
GOTERM_BP_DIRECT	GO:0045197	establishment or maintenance of epithelial cell apical/basal polarity	4	0.397614314	0.027970098	"Q7KRY7, Q5PYH5, Q8VHS2, Q28C55"	896	11	14229	5.774756494	1	0.804511084	40.11962789
GOTERM_BP_DIRECT	GO:0090557	establishment of endothelial intestinal barrier	4	0.397614314	0.027970098	"P55196, O97758, M9NDE3, Q07157"	896	11	14229	5.774756494	1	0.804511084	40.11962789
GOTERM_BP_DIRECT	GO:0043046	DNA methylation involved in gamete generation	5	0.497017893	0.028233437	"Q8NAT2, A9CPT4, A0JM98, Q9BXT6, Q8NB78"	896	19	14229	4.179100094	1	0.801681453	40.41220686
GOTERM_BP_DIRECT	GO:0045859	regulation of protein kinase activity	5	0.497017893	0.028233437	"Q9Z136, A2ASS6, Q8WZ42, P42346, Q7T163"	896	19	14229	4.179100094	1	0.801681453	40.41220686
GOTERM_BP_DIRECT	GO:0006270	DNA replication initiation	6	0.596421471	0.028586189	"Q9BQI6, Q800K6, O75419, P55862, Q13415, Q7ZXZ0"	896	28	14229	3.402981505	1	0.799939149	40.80201036
GOTERM_BP_DIRECT	GO:0032868	response to insulin	7	0.69582505	0.029929727	"Q96EB6, Q9Z136, Q9Y5U4, P35570, P27708, P11029, P42346"	896	38	14229	2.925370066	1	0.809164826	42.26472021
GOTERM_BP_DIRECT	GO:0040014	regulation of multicellular organism growth	6	0.596421471	0.032811685	"Q90687, Q8CFG6, Q9NY47, P05370, P42229, Q6PHS9"	896	29	14229	3.285637315	1	0.832566849	45.28795149
GOTERM_BP_DIRECT	GO:0060122	inner ear receptor stereocilium organization	5	0.497017893	0.033584895	"Q6V0I7, Q2PZL6, Q15643, Q8VD72, Q810W9"	896	20	14229	3.970145089	1	0.834535112	46.07324832
GOTERM_BP_DIRECT	GO:0007099	centriole replication	5	0.497017893	0.033584895	"O43303, A7SNN5, B2GUY1, A2AUM9, P24941"	896	20	14229	3.970145089	1	0.834535112	46.07324832
GOTERM_BP_DIRECT	GO:0002576	platelet degranulation	5	0.497017893	0.033584895	"P12814, Q9Y490, Q8WZ42, O15439, P21333"	896	20	14229	3.970145089	1	0.834535112	46.07324832
GOTERM_BP_DIRECT	GO:0050801	ion homeostasis	3	0.298210736	0.034790263	"E7F6F9, E0CZ16, F1LZ52"	896	5	14229	9.528348214	1	0.840169345	47.27625467
GOTERM_BP_DIRECT	GO:0006346	methylation-dependent chromatin silencing	3	0.298210736	0.034790263	"Q96EB6, Q9NRZ9, Q3TKT4"	896	5	14229	9.528348214	1	0.840169345	47.27625467
GOTERM_BP_DIRECT	GO:2000617	positive regulation of histone H3-K9 acetylation	3	0.298210736	0.034790263	"Q1HE26, Q864U1, Q13485"	896	5	14229	9.528348214	1	0.840169345	47.27625467
GOTERM_BP_DIRECT	GO:2000781	positive regulation of double-strand break repair	3	0.298210736	0.034790263	"Q9BQI6, Q9UNS1, Q6P9P0"	896	5	14229	9.528348214	1	0.840169345	47.27625467
GOTERM_BP_DIRECT	GO:1904385	cellular response to angiotensin	3	0.298210736	0.034790263	"P35570, P28867, P04937"	896	5	14229	9.528348214	1	0.840169345	47.27625467
GOTERM_BP_DIRECT	GO:0045665	negative regulation of neuron differentiation	8	0.795228628	0.035795605	"Q80SY4, Q61483, Q9P2K8, O54963, Q9EST3, Q9R172, Q5E9Z8, Q9CWL2"	896	50	14229	2.540892857	1	0.84380665	48.26019085
GOTERM_BP_DIRECT	GO:0046777	protein autophosphorylation	15	1.491053678	0.035958788	"Q3U1V8, F1MH24, P16591, P70531, Q9JM52, Q13535, P27708, Q05609, Q8BYC6, P28867, Q9P2K8, Q5S007, P49760, P42346, Q62371"	896	131	14229	1.818387064	1	0.840417842	48.41825427
GOTERM_BP_DIRECT	GO:0009566	fertilization	6	0.596421471	0.037406049	"Q2IA00, Q8CHB8, Q9R095, Q3V3N7, Q8BX90, Q9NRG9"	896	30	14229	3.176116071	1	0.847434221	49.80027925
GOTERM_BP_DIRECT	GO:0021987	cerebral cortex development	7	0.69582505	0.037457685	"Q6V0I7, P55196, Q9Z136, O75581, Q3V3N7, Q2PZL6, O75410"	896	40	14229	2.779101563	1	0.843294367	49.84893529
GOTERM_BP_DIRECT	GO:0098609	cell-cell adhesion	14	1.391650099	0.038449855	"P12785, Q9UPN3, Q9WVE8, O08662, Q9R172, P51610, P55196, P40818, Q3TZZ7, A6H7G2, O95433, Q8N392, P42566, Q07157"	896	120	14229	1.852734375	1	0.846517589	50.77524268
GOTERM_BP_DIRECT	GO:0048749	compound eye development	5	0.497017893	0.039485936	"Q7KRY7, Q8SX83, Q9VI93, Q9W596, P29503"	896	21	14229	3.781090561	1	0.849910695	51.72528042
GOTERM_BP_DIRECT	GO:0045184	establishment of protein localization	6	0.596421471	0.042374957	"P23508, P21333, Q9XWD6, Q810W9, O75445, Q8BMD2"	896	31	14229	3.073660714	1	0.865730877	54.2837273
GOTERM_BP_DIRECT	GO:0030334	regulation of cell migration	9	0.894632207	0.042932686	"Q9V4A7, Q23356, P21333, O18023, O15031, Q9JM52, Q8IYU2, Q3TKT4, Q00174"	896	63	14229	2.268654337	1	0.865339667	54.76265158
